"","activity1","builtin1","communication1","entertainment1","finance1","game1","office1","other1","social1","travel1","unknown1","utilities1","weather1","call1","arousal1","valence1","mood1","screen1","sms1","activity2","builtin2","communication2","entertainment2","finance2","game2","office2","other2","social2","travel2","unknown2","utilities2","weather2","call2","arousal2","valence2","mood2","screen2","sms2","activity3","builtin3","communication3","entertainment3","finance3","game3","office3","other3","social3","travel3","unknown3","utilities3","weather3","call3","arousal3","valence3","mood3","screen3","sms3","activity4","builtin4","communication4","entertainment4","finance4","game4","office4","other4","social4","travel4","unknown4","utilities4","weather4","call4","arousal4","valence4","mood4","screen4","sms4","activity5","builtin5","communication5","entertainment5","finance5","game5","office5","other5","social5","travel5","unknown5","utilities5","weather5","call5","arousal5","valence5","mood5","screen5","sms5","target"
"37",0.0644077994424681,4548.662,3355.743,187.214,0,114.406,0,119.12,321.46,0,0,46.249,0,4,-0.75,0.5,6.5,7467.32199978828,0,0.0506706211743179,927.377,7355.015,447.121,46.128,0,17.107,170.348,1475.418,60.247,0,205.811,0,1,-0.666666666666667,0.25,6.5,9846.38099980354,0,0.0753270582613485,892.689,9477.553,3466.479,19.131,0,0,209.514,2655.121,0,0,36.143,0,1,-0.4,0.333333333333333,6.6,15101.1320018768,0,0.120384114532329,1638.617,6177.076,940.77,0,0,0,346.654,2826.35,0,0,577.359,0,4,-0.8,1,7.4,13558.289000988,0,0.0789631051948911,715.355,4881.411,1858.893,0,1.059,23.195,107.919,1174.717,0,0,377.687,0,7,-0.4,0.8,7.4,9296.09899926186,0,7
"38",0.0506706211743179,927.377,7355.015,447.121,46.128,0,17.107,170.348,1475.418,60.247,0,205.811,0,1,-0.666666666666667,0.25,6.5,9846.38099980354,0,0.0753270582613485,892.689,9477.553,3466.479,19.131,0,0,209.514,2655.121,0,0,36.143,0,1,-0.4,0.333333333333333,6.6,15101.1320018768,0,0.120384114532329,1638.617,6177.076,940.77,0,0,0,346.654,2826.35,0,0,577.359,0,4,-0.8,1,7.4,13558.289000988,0,0.0789631051948911,715.355,4881.411,1858.893,0,1.059,23.195,107.919,1174.717,0,0,377.687,0,7,-0.4,0.8,7.4,9296.09899926186,0,0.0799862020730605,3369.031,3336.592,1976.138,94.093,0,0,51.452,596.807,34.234,0,214.648,0,0,-1.2,0.8,7,10526.8460001946,0,7.25
"39",0.0753270582613485,892.689,9477.553,3466.479,19.131,0,0,209.514,2655.121,0,0,36.143,0,1,-0.4,0.333333333333333,6.6,15101.1320018768,0,0.120384114532329,1638.617,6177.076,940.77,0,0,0,346.654,2826.35,0,0,577.359,0,4,-0.8,1,7.4,13558.289000988,0,0.0789631051948911,715.355,4881.411,1858.893,0,1.059,23.195,107.919,1174.717,0,0,377.687,0,7,-0.4,0.8,7.4,9296.09899926186,0,0.0799862020730605,3369.031,3336.592,1976.138,94.093,0,0,51.452,596.807,34.234,0,214.648,0,0,-1.2,0.8,7,10526.8460001946,0,0.0722490614703182,302.446,6595.083,2186.482,0,0,0,79.033,264.432,5.031,0,352.392,0,0,-0.75,0.75,7.25,11750.8090009689,0,8
"40",0.120384114532329,1638.617,6177.076,940.77,0,0,0,346.654,2826.35,0,0,577.359,0,4,-0.8,1,7.4,13558.289000988,0,0.0789631051948911,715.355,4881.411,1858.893,0,1.059,23.195,107.919,1174.717,0,0,377.687,0,7,-0.4,0.8,7.4,9296.09899926186,0,0.0799862020730605,3369.031,3336.592,1976.138,94.093,0,0,51.452,596.807,34.234,0,214.648,0,0,-1.2,0.8,7,10526.8460001946,0,0.0722490614703182,302.446,6595.083,2186.482,0,0,0,79.033,264.432,5.031,0,352.392,0,0,-0.75,0.75,7.25,11750.8090009689,0,0.0140213289543707,447.415,1096.795,249.392,82.413,0,0,94.209,34.502,0,0,0,0,0,-1.25,1,8,2005.75099921227,0,7.2
"41",0.0789631051948911,715.355,4881.411,1858.893,0,1.059,23.195,107.919,1174.717,0,0,377.687,0,7,-0.4,0.8,7.4,9296.09899926186,0,0.0799862020730605,3369.031,3336.592,1976.138,94.093,0,0,51.452,596.807,34.234,0,214.648,0,0,-1.2,0.8,7,10526.8460001946,0,0.0722490614703182,302.446,6595.083,2186.482,0,0,0,79.033,264.432,5.031,0,352.392,0,0,-0.75,0.75,7.25,11750.8090009689,0,0.0140213289543707,447.415,1096.795,249.392,82.413,0,0,94.209,34.502,0,0,0,0,0,-1.25,1,8,2005.75099921227,0,0.0838873144698842,961.581,6486.284,6265.556,89.323,0,0,145.096,2921.985,29.104,0,986.014,0,1,-1.2,0.6,7.2,17985.447999239,1,6.4
"42",0.0799862020730605,3369.031,3336.592,1976.138,94.093,0,0,51.452,596.807,34.234,0,214.648,0,0,-1.2,0.8,7,10526.8460001946,0,0.0722490614703182,302.446,6595.083,2186.482,0,0,0,79.033,264.432,5.031,0,352.392,0,0,-0.75,0.75,7.25,11750.8090009689,0,0.0140213289543707,447.415,1096.795,249.392,82.413,0,0,94.209,34.502,0,0,0,0,0,-1.25,1,8,2005.75099921227,0,0.0838873144698842,961.581,6486.284,6265.556,89.323,0,0,145.096,2921.985,29.104,0,986.014,0,1,-1.2,0.6,7.2,17985.447999239,1,0.0901121527807253,1596.356,6224.231,944.522,13.043,0,0,110.415,4428.21,8.363,0,279.793,0,8,0,0.8,6.4,13585.2229983807,1,7.2
"43",0.0722490614703182,302.446,6595.083,2186.482,0,0,0,79.033,264.432,5.031,0,352.392,0,0,-0.75,0.75,7.25,11750.8090009689,0,0.0140213289543707,447.415,1096.795,249.392,82.413,0,0,94.209,34.502,0,0,0,0,0,-1.25,1,8,2005.75099921227,0,0.0838873144698842,961.581,6486.284,6265.556,89.323,0,0,145.096,2921.985,29.104,0,986.014,0,1,-1.2,0.6,7.2,17985.447999239,1,0.0901121527807253,1596.356,6224.231,944.522,13.043,0,0,110.415,4428.21,8.363,0,279.793,0,8,0,0.8,6.4,13585.2229983807,1,0.116110336127122,923.613,5175.016,426.734,0,0,0,40.784,1912.852,0,0,223.587,0,0,0.75,0.5,7.2,12522.474998951,1,6.6
"44",0.0140213289543707,447.415,1096.795,249.392,82.413,0,0,94.209,34.502,0,0,0,0,0,-1.25,1,8,2005.75099921227,0,0.0838873144698842,961.581,6486.284,6265.556,89.323,0,0,145.096,2921.985,29.104,0,986.014,0,1,-1.2,0.6,7.2,17985.447999239,1,0.0901121527807253,1596.356,6224.231,944.522,13.043,0,0,110.415,4428.21,8.363,0,279.793,0,8,0,0.8,6.4,13585.2229983807,1,0.116110336127122,923.613,5175.016,426.734,0,0,0,40.784,1912.852,0,0,223.587,0,0,0.75,0.5,7.2,12522.474998951,1,0.0569178566720968,552.201,11853.339,142.241,0,0,0,53.763,2107.146,0,0,49.718,0,2,-0.4,0.6,6.6,15018.4800007343,0,6.8
"45",0.0838873144698842,961.581,6486.284,6265.556,89.323,0,0,145.096,2921.985,29.104,0,986.014,0,1,-1.2,0.6,7.2,17985.447999239,1,0.0901121527807253,1596.356,6224.231,944.522,13.043,0,0,110.415,4428.21,8.363,0,279.793,0,8,0,0.8,6.4,13585.2229983807,1,0.116110336127122,923.613,5175.016,426.734,0,0,0,40.784,1912.852,0,0,223.587,0,0,0.75,0.5,7.2,12522.474998951,1,0.0569178566720968,552.201,11853.339,142.241,0,0,0,53.763,2107.146,0,0,49.718,0,2,-0.4,0.6,6.6,15018.4800007343,0,0.0940330066949761,1860.898,5341.657,774.354,119.163,0,0,47.789,1993.922,63.874,0,88.68,0,1,-0.8,0.8,6.8,13490.7289996147,0,7.8
"46",0.0901121527807253,1596.356,6224.231,944.522,13.043,0,0,110.415,4428.21,8.363,0,279.793,0,8,0,0.8,6.4,13585.2229983807,1,0.116110336127122,923.613,5175.016,426.734,0,0,0,40.784,1912.852,0,0,223.587,0,0,0.75,0.5,7.2,12522.474998951,1,0.0569178566720968,552.201,11853.339,142.241,0,0,0,53.763,2107.146,0,0,49.718,0,2,-0.4,0.6,6.6,15018.4800007343,0,0.0940330066949761,1860.898,5341.657,774.354,119.163,0,0,47.789,1993.922,63.874,0,88.68,0,1,-0.8,0.8,6.8,13490.7289996147,0,0.0994319117238403,946.19,2728.26,469.274,95.629,29.084,0,31.482,396.672,128.89,0,305.796,0,1,-0.2,1,7.8,13293.2480006218,0,7.25
"47",0.116110336127122,923.613,5175.016,426.734,0,0,0,40.784,1912.852,0,0,223.587,0,0,0.75,0.5,7.2,12522.474998951,1,0.0569178566720968,552.201,11853.339,142.241,0,0,0,53.763,2107.146,0,0,49.718,0,2,-0.4,0.6,6.6,15018.4800007343,0,0.0940330066949761,1860.898,5341.657,774.354,119.163,0,0,47.789,1993.922,63.874,0,88.68,0,1,-0.8,0.8,6.8,13490.7289996147,0,0.0994319117238403,946.19,2728.26,469.274,95.629,29.084,0,31.482,396.672,128.89,0,305.796,0,1,-0.2,1,7.8,13293.2480006218,0,0.074816243043116,897.086,4984.724,727.492,10.606,0,0,34.202,2237.742,0,0,121.035,0,2,-0.25,0.75,7.25,8343.51800036431,2,7.6
"48",0.0569178566720968,552.201,11853.339,142.241,0,0,0,53.763,2107.146,0,0,49.718,0,2,-0.4,0.6,6.6,15018.4800007343,0,0.0940330066949761,1860.898,5341.657,774.354,119.163,0,0,47.789,1993.922,63.874,0,88.68,0,1,-0.8,0.8,6.8,13490.7289996147,0,0.0994319117238403,946.19,2728.26,469.274,95.629,29.084,0,31.482,396.672,128.89,0,305.796,0,1,-0.2,1,7.8,13293.2480006218,0,0.074816243043116,897.086,4984.724,727.492,10.606,0,0,34.202,2237.742,0,0,121.035,0,2,-0.25,0.75,7.25,8343.51800036431,2,0.102041058968247,3442.232,2004.347,74.88,33.266,0,0,58.049,428.972,68.278,0,210.882,0,2,-0.25,1,7.6,3832.9909992218,0,7.4
"49",0.0940330066949761,1860.898,5341.657,774.354,119.163,0,0,47.789,1993.922,63.874,0,88.68,0,1,-0.8,0.8,6.8,13490.7289996147,0,0.0994319117238403,946.19,2728.26,469.274,95.629,29.084,0,31.482,396.672,128.89,0,305.796,0,1,-0.2,1,7.8,13293.2480006218,0,0.074816243043116,897.086,4984.724,727.492,10.606,0,0,34.202,2237.742,0,0,121.035,0,2,-0.25,0.75,7.25,8343.51800036431,2,0.102041058968247,3442.232,2004.347,74.88,33.266,0,0,58.049,428.972,68.278,0,210.882,0,2,-0.25,1,7.6,3832.9909992218,0,0.0919295518222921,2212.954,11360.913,1101.017,38.453,0,0,63.16,1422.548,0,0,423.215,0,2,0.2,1,7.4,15490.2699992657,0,7.6
