"","activity1","builtin1","communication1","entertainment1","finance1","game1","office1","other1","social1","travel1","unknown1","utilities1","weather1","call1","arousal1","valence1","mood1","screen1","sms1","activity2","builtin2","communication2","entertainment2","finance2","game2","office2","other2","social2","travel2","unknown2","utilities2","weather2","call2","arousal2","valence2","mood2","screen2","sms2","activity3","builtin3","communication3","entertainment3","finance3","game3","office3","other3","social3","travel3","unknown3","utilities3","weather3","call3","arousal3","valence3","mood3","screen3","sms3","activity4","builtin4","communication4","entertainment4","finance4","game4","office4","other4","social4","travel4","unknown4","utilities4","weather4","call4","arousal4","valence4","mood4","screen4","sms4","activity5","builtin5","communication5","entertainment5","finance5","game5","office5","other5","social5","travel5","unknown5","utilities5","weather5","call5","arousal5","valence5","mood5","screen5","sms5","target"
"105",0.187074050172128,809.972,1822.477,95.772,0,0,0,21.182,56.817,0,0,84.488,0,8,0.75,1,8,2773.04300093651,7,0.173628883178687,98.266,445.917,19.658,0,0,0,0,25.386,0,0,0,0,14,-0.5,0.5,7.25,701.287000417709,1,0.353276353276353,125.133,0,0,0,0,0,0,0,0,0,0,0,16,-0.333333333333333,0.333333333333333,6.66666666666667,109.283999681473,1,0.470085470085471,2.007,37.601,0,0,0,0,0,0,0,0,0,0,10,0.25,0,6.5,41.2349996566772,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6.5,0,0,5.66666666666667
"106",0.173628883178687,98.266,445.917,19.658,0,0,0,0,25.386,0,0,0,0,14,-0.5,0.5,7.25,701.287000417709,1,0.353276353276353,125.133,0,0,0,0,0,0,0,0,0,0,0,16,-0.333333333333333,0.333333333333333,6.66666666666667,109.283999681473,1,0.470085470085471,2.007,37.601,0,0,0,0,0,0,0,0,0,0,10,0.25,0,6.5,41.2349996566772,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6.5,0,0,0.5,10.09,72.341,0,0,0,0,0,0,0,0,0,0,1,-0.666666666666667,-0.333333333333333,5.66666666666667,187.322000026703,0,5
"107",0.353276353276353,125.133,0,0,0,0,0,0,0,0,0,0,0,16,-0.333333333333333,0.333333333333333,6.66666666666667,109.283999681473,1,0.470085470085471,2.007,37.601,0,0,0,0,0,0,0,0,0,0,10,0.25,0,6.5,41.2349996566772,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6.5,0,0,0.5,10.09,72.341,0,0,0,0,0,0,0,0,0,0,1,-0.666666666666667,-0.333333333333333,5.66666666666667,187.322000026703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-0.666666666666667,0,5,0,3,5.5
"108",0.470085470085471,2.007,37.601,0,0,0,0,0,0,0,0,0,0,10,0.25,0,6.5,41.2349996566772,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6.5,0,0,0.5,10.09,72.341,0,0,0,0,0,0,0,0,0,0,1,-0.666666666666667,-0.333333333333333,5.66666666666667,187.322000026703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-0.666666666666667,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-0.5,-0.5,5.5,0,0,5.66666666666667
"109",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6.5,0,0,0.5,10.09,72.341,0,0,0,0,0,0,0,0,0,0,1,-0.666666666666667,-0.333333333333333,5.66666666666667,187.322000026703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-0.666666666666667,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-0.5,-0.5,5.5,0,0,0.075,0,0,0,0,0,0,0,106.887,0,0,0,0,15,-1.33333333333333,-0.333333333333333,5.66666666666667,13.0800001621247,2,5.5
"110",0.5,10.09,72.341,0,0,0,0,0,0,0,0,0,0,1,-0.666666666666667,-0.333333333333333,5.66666666666667,187.322000026703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-0.666666666666667,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-0.5,-0.5,5.5,0,0,0.075,0,0,0,0,0,0,0,106.887,0,0,0,0,15,-1.33333333333333,-0.333333333333333,5.66666666666667,13.0800001621247,2,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0.5,5.5,0,1,7
"126",0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.103851209253417,0.687111637704055,6.99006309148265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-0.103851209253417,0.687111637704055,6.99006309148265,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.103851209253417,0.687111637704055,6.99006309148265,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.103851209253417,0.687111637704055,6.99006309148265,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,-0.103851209253417,0.687111637704055,6.99006309148265,0,1,9
"127",0,0,0,0,0,0,0,0,0,0,0,0,0,5,-0.103851209253417,0.687111637704055,6.99006309148265,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.103851209253417,0.687111637704055,6.99006309148265,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.103851209253417,0.687111637704055,6.99006309148265,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,-0.103851209253417,0.687111637704055,6.99006309148265,0,1,0,168.055,1724.739,946.017,0,0,10.046,543.588,0,0,0,0,0,5,1,2,9,1664.95400094986,2,7.8
"128",0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.103851209253417,0.687111637704055,6.99006309148265,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.103851209253417,0.687111637704055,6.99006309148265,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,-0.103851209253417,0.687111637704055,6.99006309148265,0,1,0,168.055,1724.739,946.017,0,0,10.046,543.588,0,0,0,0,0,5,1,2,9,1664.95400094986,2,0.191388308645086,482.088,458.495,3915.524,0,0,0,89.216,0,168.545,0,4.35,0,8,0.8,1,7.8,2643.53700041771,1,8.2
"129",0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.103851209253417,0.687111637704055,6.99006309148265,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,-0.103851209253417,0.687111637704055,6.99006309148265,0,1,0,168.055,1724.739,946.017,0,0,10.046,543.588,0,0,0,0,0,5,1,2,9,1664.95400094986,2,0.191388308645086,482.088,458.495,3915.524,0,0,0,89.216,0,168.545,0,4.35,0,8,0.8,1,7.8,2643.53700041771,1,0.100246698394212,492.576,1503.122,1741.391,36.364,0,161.998,251.529,0,275.405,0,0,44.854,1,-0.2,1.2,8.2,5048.33700060844,1,7.8
"130",0,0,0,0,0,0,0,0,0,0,0,0,0,11,-0.103851209253417,0.687111637704055,6.99006309148265,0,1,0,168.055,1724.739,946.017,0,0,10.046,543.588,0,0,0,0,0,5,1,2,9,1664.95400094986,2,0.191388308645086,482.088,458.495,3915.524,0,0,0,89.216,0,168.545,0,4.35,0,8,0.8,1,7.8,2643.53700041771,1,0.100246698394212,492.576,1503.122,1741.391,36.364,0,161.998,251.529,0,275.405,0,0,44.854,1,-0.2,1.2,8.2,5048.33700060844,1,0.090740222421567,92.246,2282.336,3908.043,105.217,0,125.325,851.017,0,0,11.064,5.136,0,3,-0.6,1.4,7.8,6248.04599952698,0,7.8
"131",0,168.055,1724.739,946.017,0,0,10.046,543.588,0,0,0,0,0,5,1,2,9,1664.95400094986,2,0.191388308645086,482.088,458.495,3915.524,0,0,0,89.216,0,168.545,0,4.35,0,8,0.8,1,7.8,2643.53700041771,1,0.100246698394212,492.576,1503.122,1741.391,36.364,0,161.998,251.529,0,275.405,0,0,44.854,1,-0.2,1.2,8.2,5048.33700060844,1,0.090740222421567,92.246,2282.336,3908.043,105.217,0,125.325,851.017,0,0,11.064,5.136,0,3,-0.6,1.4,7.8,6248.04599952698,0,0.132768285523492,1044.495,1305.098,1351.416,447.543,0,141.076,133.63,0,0,47.324,28.843,0,6,-0.4,1.2,7.8,3791.11200022698,1,8.25
"132",0.191388308645086,482.088,458.495,3915.524,0,0,0,89.216,0,168.545,0,4.35,0,8,0.8,1,7.8,2643.53700041771,1,0.100246698394212,492.576,1503.122,1741.391,36.364,0,161.998,251.529,0,275.405,0,0,44.854,1,-0.2,1.2,8.2,5048.33700060844,1,0.090740222421567,92.246,2282.336,3908.043,105.217,0,125.325,851.017,0,0,11.064,5.136,0,3,-0.6,1.4,7.8,6248.04599952698,0,0.132768285523492,1044.495,1305.098,1351.416,447.543,0,141.076,133.63,0,0,47.324,28.843,0,6,-0.4,1.2,7.8,3791.11200022698,1,0.0911532011403041,118.639,1294.789,2355.873,87.141,0,20.684,72.68,0,12.84,7.649,0,0,1,0.5,1,8.25,3985.976998806,0,7.75
"133",0.100246698394212,492.576,1503.122,1741.391,36.364,0,161.998,251.529,0,275.405,0,0,44.854,1,-0.2,1.2,8.2,5048.33700060844,1,0.090740222421567,92.246,2282.336,3908.043,105.217,0,125.325,851.017,0,0,11.064,5.136,0,3,-0.6,1.4,7.8,6248.04599952698,0,0.132768285523492,1044.495,1305.098,1351.416,447.543,0,141.076,133.63,0,0,47.324,28.843,0,6,-0.4,1.2,7.8,3791.11200022698,1,0.0911532011403041,118.639,1294.789,2355.873,87.141,0,20.684,72.68,0,12.84,7.649,0,0,1,0.5,1,8.25,3985.976998806,0,0.103195753698731,588.336,931.662,1653.757,0,0,13.437,60.032,0,0,0,17.49,0,3,0.25,0.5,7.75,3275.63200163841,1,8
"134",0.090740222421567,92.246,2282.336,3908.043,105.217,0,125.325,851.017,0,0,11.064,5.136,0,3,-0.6,1.4,7.8,6248.04599952698,0,0.132768285523492,1044.495,1305.098,1351.416,447.543,0,141.076,133.63,0,0,47.324,28.843,0,6,-0.4,1.2,7.8,3791.11200022698,1,0.0911532011403041,118.639,1294.789,2355.873,87.141,0,20.684,72.68,0,12.84,7.649,0,0,1,0.5,1,8.25,3985.976998806,0,0.103195753698731,588.336,931.662,1653.757,0,0,13.437,60.032,0,0,0,17.49,0,3,0.25,0.5,7.75,3275.63200163841,1,0.104679287979067,277.526,940.879,3351.791,0,0,46.206,246.376,0,0,63.787,7.045,0,3,-0.5,1.5,8,3250.44199824333,0,8.6
"135",0.132768285523492,1044.495,1305.098,1351.416,447.543,0,141.076,133.63,0,0,47.324,28.843,0,6,-0.4,1.2,7.8,3791.11200022698,1,0.0911532011403041,118.639,1294.789,2355.873,87.141,0,20.684,72.68,0,12.84,7.649,0,0,1,0.5,1,8.25,3985.976998806,0,0.103195753698731,588.336,931.662,1653.757,0,0,13.437,60.032,0,0,0,17.49,0,3,0.25,0.5,7.75,3275.63200163841,1,0.104679287979067,277.526,940.879,3351.791,0,0,46.206,246.376,0,0,63.787,7.045,0,3,-0.5,1.5,8,3250.44199824333,0,0.163377337758651,19.31,152.928,2529.228,49.371,0,0,104.425,0,0,0,0,0,0,-0.2,1.6,8.6,2261.39100050926,1,8.4
"136",0.0911532011403041,118.639,1294.789,2355.873,87.141,0,20.684,72.68,0,12.84,7.649,0,0,1,0.5,1,8.25,3985.976998806,0,0.103195753698731,588.336,931.662,1653.757,0,0,13.437,60.032,0,0,0,17.49,0,3,0.25,0.5,7.75,3275.63200163841,1,0.104679287979067,277.526,940.879,3351.791,0,0,46.206,246.376,0,0,63.787,7.045,0,3,-0.5,1.5,8,3250.44199824333,0,0.163377337758651,19.31,152.928,2529.228,49.371,0,0,104.425,0,0,0,0,0,0,-0.2,1.6,8.6,2261.39100050926,1,0.164650715266679,12.869,1223.623,2039.814,0,0,26.284,186.054,0,0,35.267,0,31.955,1,-0.2,1,8.4,3568.71899938583,0,7.4
"137",0.103195753698731,588.336,931.662,1653.757,0,0,13.437,60.032,0,0,0,17.49,0,3,0.25,0.5,7.75,3275.63200163841,1,0.104679287979067,277.526,940.879,3351.791,0,0,46.206,246.376,0,0,63.787,7.045,0,3,-0.5,1.5,8,3250.44199824333,0,0.163377337758651,19.31,152.928,2529.228,49.371,0,0,104.425,0,0,0,0,0,0,-0.2,1.6,8.6,2261.39100050926,1,0.164650715266679,12.869,1223.623,2039.814,0,0,26.284,186.054,0,0,35.267,0,31.955,1,-0.2,1,8.4,3568.71899938583,0,0.0836335845955087,2044.996,4412.685,1699.468,77.491,0,0,98.786,0,0,0,5.16,0,3,0.4,0.6,7.4,9398.24399995804,1,7.6
"138",0.104679287979067,277.526,940.879,3351.791,0,0,46.206,246.376,0,0,63.787,7.045,0,3,-0.5,1.5,8,3250.44199824333,0,0.163377337758651,19.31,152.928,2529.228,49.371,0,0,104.425,0,0,0,0,0,0,-0.2,1.6,8.6,2261.39100050926,1,0.164650715266679,12.869,1223.623,2039.814,0,0,26.284,186.054,0,0,35.267,0,31.955,1,-0.2,1,8.4,3568.71899938583,0,0.0836335845955087,2044.996,4412.685,1699.468,77.491,0,0,98.786,0,0,0,5.16,0,3,0.4,0.6,7.4,9398.24399995804,1,0.097414340146311,543.663,711.798,1626.554,58.641,0,62.49,203.234,0,0,0,0,0,2,0.4,0.4,7.6,3205.79399943352,0,7.4
"139",0.163377337758651,19.31,152.928,2529.228,49.371,0,0,104.425,0,0,0,0,0,0,-0.2,1.6,8.6,2261.39100050926,1,0.164650715266679,12.869,1223.623,2039.814,0,0,26.284,186.054,0,0,35.267,0,31.955,1,-0.2,1,8.4,3568.71899938583,0,0.0836335845955087,2044.996,4412.685,1699.468,77.491,0,0,98.786,0,0,0,5.16,0,3,0.4,0.6,7.4,9398.24399995804,1,0.097414340146311,543.663,711.798,1626.554,58.641,0,62.49,203.234,0,0,0,0,0,2,0.4,0.4,7.6,3205.79399943352,0,0.0786881382869165,854.198,820.558,1981.504,65.439,0,18.699,98.842,0,54.145,0,0,0,2,0.2,0.6,7.4,3364.24000072479,0,7.8
"140",0.164650715266679,12.869,1223.623,2039.814,0,0,26.284,186.054,0,0,35.267,0,31.955,1,-0.2,1,8.4,3568.71899938583,0,0.0836335845955087,2044.996,4412.685,1699.468,77.491,0,0,98.786,0,0,0,5.16,0,3,0.4,0.6,7.4,9398.24399995804,1,0.097414340146311,543.663,711.798,1626.554,58.641,0,62.49,203.234,0,0,0,0,0,2,0.4,0.4,7.6,3205.79399943352,0,0.0786881382869165,854.198,820.558,1981.504,65.439,0,18.699,98.842,0,54.145,0,0,0,2,0.2,0.6,7.4,3364.24000072479,0,0.0836364543999837,19586.766,685.184,2093.16,72.103,0,0,91.237,0,0,20.192,29.197,0,1,0,1,7.8,2312.74599981308,0,7.8
"141",0.0836335845955087,2044.996,4412.685,1699.468,77.491,0,0,98.786,0,0,0,5.16,0,3,0.4,0.6,7.4,9398.24399995804,1,0.097414340146311,543.663,711.798,1626.554,58.641,0,62.49,203.234,0,0,0,0,0,2,0.4,0.4,7.6,3205.79399943352,0,0.0786881382869165,854.198,820.558,1981.504,65.439,0,18.699,98.842,0,54.145,0,0,0,2,0.2,0.6,7.4,3364.24000072479,0,0.0836364543999837,19586.766,685.184,2093.16,72.103,0,0,91.237,0,0,20.192,29.197,0,1,0,1,7.8,2312.74599981308,0,0.0871065604162596,617.093,804.091,1371.565,47.284,0,6.163,902.67,0,0,315.509,0,0,0,0.2,1.4,7.8,3231.44399881363,3,7.6
"142",0.097414340146311,543.663,711.798,1626.554,58.641,0,62.49,203.234,0,0,0,0,0,2,0.4,0.4,7.6,3205.79399943352,0,0.0786881382869165,854.198,820.558,1981.504,65.439,0,18.699,98.842,0,54.145,0,0,0,2,0.2,0.6,7.4,3364.24000072479,0,0.0836364543999837,19586.766,685.184,2093.16,72.103,0,0,91.237,0,0,20.192,29.197,0,1,0,1,7.8,2312.74599981308,0,0.0871065604162596,617.093,804.091,1371.565,47.284,0,6.163,902.67,0,0,315.509,0,0,0,0.2,1.4,7.8,3231.44399881363,3,0.114427937629636,263.059,1110.404,2295.814,0,0,106.486,60.862,0,19.696,0,0,0,6,1.2,1,7.6,3852.66199898719,0,6.8
"143",0.0786881382869165,854.198,820.558,1981.504,65.439,0,18.699,98.842,0,54.145,0,0,0,2,0.2,0.6,7.4,3364.24000072479,0,0.0836364543999837,19586.766,685.184,2093.16,72.103,0,0,91.237,0,0,20.192,29.197,0,1,0,1,7.8,2312.74599981308,0,0.0871065604162596,617.093,804.091,1371.565,47.284,0,6.163,902.67,0,0,315.509,0,0,0,0.2,1.4,7.8,3231.44399881363,3,0.114427937629636,263.059,1110.404,2295.814,0,0,106.486,60.862,0,19.696,0,0,0,6,1.2,1,7.6,3852.66199898719,0,0.0767720154852371,11.063,730.343,4234.2,0,0,0,1024.593,0,0,23.094,0,0,0,0.2,0.8,6.8,6028.54899859429,0,7.4
"144",0.0836364543999837,19586.766,685.184,2093.16,72.103,0,0,91.237,0,0,20.192,29.197,0,1,0,1,7.8,2312.74599981308,0,0.0871065604162596,617.093,804.091,1371.565,47.284,0,6.163,902.67,0,0,315.509,0,0,0,0.2,1.4,7.8,3231.44399881363,3,0.114427937629636,263.059,1110.404,2295.814,0,0,106.486,60.862,0,19.696,0,0,0,6,1.2,1,7.6,3852.66199898719,0,0.0767720154852371,11.063,730.343,4234.2,0,0,0,1024.593,0,0,23.094,0,0,0,0.2,0.8,6.8,6028.54899859429,0,0.14406393678903,596.011,1787.445,2513.812,88.197,0,124.681,72.082,0,0,82.764,0,0,2,0.2,1,7.4,5035.64499974251,0,7.4
"145",0.0871065604162596,617.093,804.091,1371.565,47.284,0,6.163,902.67,0,0,315.509,0,0,0,0.2,1.4,7.8,3231.44399881363,3,0.114427937629636,263.059,1110.404,2295.814,0,0,106.486,60.862,0,19.696,0,0,0,6,1.2,1,7.6,3852.66199898719,0,0.0767720154852371,11.063,730.343,4234.2,0,0,0,1024.593,0,0,23.094,0,0,0,0.2,0.8,6.8,6028.54899859429,0,0.14406393678903,596.011,1787.445,2513.812,88.197,0,124.681,72.082,0,0,82.764,0,0,2,0.2,1,7.4,5035.64499974251,0,0.103830888965365,873.53,683.364,1307.637,27.089,0,1494.864,70.913,0,0,11.128,0,0,2,0.4,1.2,7.4,4475.89199995995,1,7.8
"146",0.114427937629636,263.059,1110.404,2295.814,0,0,106.486,60.862,0,19.696,0,0,0,6,1.2,1,7.6,3852.66199898719,0,0.0767720154852371,11.063,730.343,4234.2,0,0,0,1024.593,0,0,23.094,0,0,0,0.2,0.8,6.8,6028.54899859429,0,0.14406393678903,596.011,1787.445,2513.812,88.197,0,124.681,72.082,0,0,82.764,0,0,2,0.2,1,7.4,5035.64499974251,0,0.103830888965365,873.53,683.364,1307.637,27.089,0,1494.864,70.913,0,0,11.128,0,0,2,0.4,1.2,7.4,4475.89199995995,1,0.0921222333052219,23.843,763.865,984.36,31.735,0,16.27,74.42,0,0,50.254,0,0,0,0.6,1,7.8,1773.72199964523,0,7.4
"147",0.0767720154852371,11.063,730.343,4234.2,0,0,0,1024.593,0,0,23.094,0,0,0,0.2,0.8,6.8,6028.54899859429,0,0.14406393678903,596.011,1787.445,2513.812,88.197,0,124.681,72.082,0,0,82.764,0,0,2,0.2,1,7.4,5035.64499974251,0,0.103830888965365,873.53,683.364,1307.637,27.089,0,1494.864,70.913,0,0,11.128,0,0,2,0.4,1.2,7.4,4475.89199995995,1,0.0921222333052219,23.843,763.865,984.36,31.735,0,16.27,74.42,0,0,50.254,0,0,0,0.6,1,7.8,1773.72199964523,0,0.108066399115195,103.689,1778.979,2776.328,0,0,5.217,95.092,13.22,0,2239.937,0,0,0,0.4,1,7.4,7018.26100134849,2,7.6
"148",0.14406393678903,596.011,1787.445,2513.812,88.197,0,124.681,72.082,0,0,82.764,0,0,2,0.2,1,7.4,5035.64499974251,0,0.103830888965365,873.53,683.364,1307.637,27.089,0,1494.864,70.913,0,0,11.128,0,0,2,0.4,1.2,7.4,4475.89199995995,1,0.0921222333052219,23.843,763.865,984.36,31.735,0,16.27,74.42,0,0,50.254,0,0,0,0.6,1,7.8,1773.72199964523,0,0.108066399115195,103.689,1778.979,2776.328,0,0,5.217,95.092,13.22,0,2239.937,0,0,0,0.4,1,7.4,7018.26100134849,2,0.120188083271766,102.159,1698.898,3128.489,17.149,0,9.16,354.092,0,0,28.343,4.513,0,0,0.2,1,7.6,4983.92099928856,0,7.66666666666667
"149",0.103830888965365,873.53,683.364,1307.637,27.089,0,1494.864,70.913,0,0,11.128,0,0,2,0.4,1.2,7.4,4475.89199995995,1,0.0921222333052219,23.843,763.865,984.36,31.735,0,16.27,74.42,0,0,50.254,0,0,0,0.6,1,7.8,1773.72199964523,0,0.108066399115195,103.689,1778.979,2776.328,0,0,5.217,95.092,13.22,0,2239.937,0,0,0,0.4,1,7.4,7018.26100134849,2,0.120188083271766,102.159,1698.898,3128.489,17.149,0,9.16,354.092,0,0,28.343,4.513,0,0,0.2,1,7.6,4983.92099928856,0,0.127037342271285,19477.059,229.648,12054.726,0,0,0,1072.477,0,0,21.096,9.33,0,6,0.333333333333333,1,7.66666666666667,2492.81799936295,0,7.4
"150",0.0921222333052219,23.843,763.865,984.36,31.735,0,16.27,74.42,0,0,50.254,0,0,0,0.6,1,7.8,1773.72199964523,0,0.108066399115195,103.689,1778.979,2776.328,0,0,5.217,95.092,13.22,0,2239.937,0,0,0,0.4,1,7.4,7018.26100134849,2,0.120188083271766,102.159,1698.898,3128.489,17.149,0,9.16,354.092,0,0,28.343,4.513,0,0,0.2,1,7.6,4983.92099928856,0,0.127037342271285,19477.059,229.648,12054.726,0,0,0,1072.477,0,0,21.096,9.33,0,6,0.333333333333333,1,7.66666666666667,2492.81799936295,0,0.0781375421662018,1391.461,2391.052,3217.934,0,0,643.756,4335.307,0,0,0,0,0,1,0.2,1,7.4,7752.5529987812,1,7
"151",0.108066399115195,103.689,1778.979,2776.328,0,0,5.217,95.092,13.22,0,2239.937,0,0,0,0.4,1,7.4,7018.26100134849,2,0.120188083271766,102.159,1698.898,3128.489,17.149,0,9.16,354.092,0,0,28.343,4.513,0,0,0.2,1,7.6,4983.92099928856,0,0.127037342271285,19477.059,229.648,12054.726,0,0,0,1072.477,0,0,21.096,9.33,0,6,0.333333333333333,1,7.66666666666667,2492.81799936295,0,0.0781375421662018,1391.461,2391.052,3217.934,0,0,643.756,4335.307,0,0,0,0,0,1,0.2,1,7.4,7752.5529987812,1,0.0928962657178071,1808.078,3571.217,1152.669,28.19,0,8.073,58.008,41.365,0,11.226,17.303,0,0,0,0.8,7,4230.44700026512,1,7.6
"152",0.120188083271766,102.159,1698.898,3128.489,17.149,0,9.16,354.092,0,0,28.343,4.513,0,0,0.2,1,7.6,4983.92099928856,0,0.127037342271285,19477.059,229.648,12054.726,0,0,0,1072.477,0,0,21.096,9.33,0,6,0.333333333333333,1,7.66666666666667,2492.81799936295,0,0.0781375421662018,1391.461,2391.052,3217.934,0,0,643.756,4335.307,0,0,0,0,0,1,0.2,1,7.4,7752.5529987812,1,0.0928962657178071,1808.078,3571.217,1152.669,28.19,0,8.073,58.008,41.365,0,11.226,17.303,0,0,0,0.8,7,4230.44700026512,1,0.119554998521391,726.5,2245.302,1850.042,0,0,6.025,100.235,0,0,12.082,0,0,6,0.2,0.8,7.6,3964.78499817848,0,8
"153",0.127037342271285,19477.059,229.648,12054.726,0,0,0,1072.477,0,0,21.096,9.33,0,6,0.333333333333333,1,7.66666666666667,2492.81799936295,0,0.0781375421662018,1391.461,2391.052,3217.934,0,0,643.756,4335.307,0,0,0,0,0,1,0.2,1,7.4,7752.5529987812,1,0.0928962657178071,1808.078,3571.217,1152.669,28.19,0,8.073,58.008,41.365,0,11.226,17.303,0,0,0,0.8,7,4230.44700026512,1,0.119554998521391,726.5,2245.302,1850.042,0,0,6.025,100.235,0,0,12.082,0,0,6,0.2,0.8,7.6,3964.78499817848,0,0.114768169214947,244.239,1454.301,3481.064,18.113,0,33.186,175.38,0,0,38.228,7.662,0,2,0.8,1,8,5334.56700015068,0,7.25
"154",0.0781375421662018,1391.461,2391.052,3217.934,0,0,643.756,4335.307,0,0,0,0,0,1,0.2,1,7.4,7752.5529987812,1,0.0928962657178071,1808.078,3571.217,1152.669,28.19,0,8.073,58.008,41.365,0,11.226,17.303,0,0,0,0.8,7,4230.44700026512,1,0.119554998521391,726.5,2245.302,1850.042,0,0,6.025,100.235,0,0,12.082,0,0,6,0.2,0.8,7.6,3964.78499817848,0,0.114768169214947,244.239,1454.301,3481.064,18.113,0,33.186,175.38,0,0,38.228,7.662,0,2,0.8,1,8,5334.56700015068,0,0.140859246352366,1816.36,2048.286,1159.785,172.576,0,0,167.096,0,0,101.287,31.331,0,4,0.25,0.75,7.25,5006.50600028038,2,7.5
"155",0.0928962657178071,1808.078,3571.217,1152.669,28.19,0,8.073,58.008,41.365,0,11.226,17.303,0,0,0,0.8,7,4230.44700026512,1,0.119554998521391,726.5,2245.302,1850.042,0,0,6.025,100.235,0,0,12.082,0,0,6,0.2,0.8,7.6,3964.78499817848,0,0.114768169214947,244.239,1454.301,3481.064,18.113,0,33.186,175.38,0,0,38.228,7.662,0,2,0.8,1,8,5334.56700015068,0,0.140859246352366,1816.36,2048.286,1159.785,172.576,0,0,167.096,0,0,101.287,31.331,0,4,0.25,0.75,7.25,5006.50600028038,2,0.0738760828994091,1751.578,1206.113,4304.597,0,0,183.844,47.282,0,0,18.267,7.954,0,6,0,1,7.5,6253.73700046539,0,7.8
"156",0.119554998521391,726.5,2245.302,1850.042,0,0,6.025,100.235,0,0,12.082,0,0,6,0.2,0.8,7.6,3964.78499817848,0,0.114768169214947,244.239,1454.301,3481.064,18.113,0,33.186,175.38,0,0,38.228,7.662,0,2,0.8,1,8,5334.56700015068,0,0.140859246352366,1816.36,2048.286,1159.785,172.576,0,0,167.096,0,0,101.287,31.331,0,4,0.25,0.75,7.25,5006.50600028038,2,0.0738760828994091,1751.578,1206.113,4304.597,0,0,183.844,47.282,0,0,18.267,7.954,0,6,0,1,7.5,6253.73700046539,0,0.208229777089402,117.624,1155.189,66.705,0,0,0,53.494,0,69.034,0,0,0,4,0.6,0.8,7.8,1441.91800022125,1,7.5
"157",0.114768169214947,244.239,1454.301,3481.064,18.113,0,33.186,175.38,0,0,38.228,7.662,0,2,0.8,1,8,5334.56700015068,0,0.140859246352366,1816.36,2048.286,1159.785,172.576,0,0,167.096,0,0,101.287,31.331,0,4,0.25,0.75,7.25,5006.50600028038,2,0.0738760828994091,1751.578,1206.113,4304.597,0,0,183.844,47.282,0,0,18.267,7.954,0,6,0,1,7.5,6253.73700046539,0,0.208229777089402,117.624,1155.189,66.705,0,0,0,53.494,0,69.034,0,0,0,4,0.6,0.8,7.8,1441.91800022125,1,0.146852637223947,489.672,993.986,1528.488,0,0,0,49.111,0,26.617,225.16,0,0,3,0.25,1,7.5,3489.1269993782,2,7.4
"158",0.140859246352366,1816.36,2048.286,1159.785,172.576,0,0,167.096,0,0,101.287,31.331,0,4,0.25,0.75,7.25,5006.50600028038,2,0.0738760828994091,1751.578,1206.113,4304.597,0,0,183.844,47.282,0,0,18.267,7.954,0,6,0,1,7.5,6253.73700046539,0,0.208229777089402,117.624,1155.189,66.705,0,0,0,53.494,0,69.034,0,0,0,4,0.6,0.8,7.8,1441.91800022125,1,0.146852637223947,489.672,993.986,1528.488,0,0,0,49.111,0,26.617,225.16,0,0,3,0.25,1,7.5,3489.1269993782,2,0.0208458050307715,723.06,242.136,4016.524,23.194,0,0,1681.297,0,167.219,0,5.461,0,3,0.2,1,7.4,6019.9380004406,0,7.6
