"","id","time","activity1","builtin1","communication1","entertainment1","finance1","game1","office1","other1","social1","travel1","unknown1","utilities1","weather1","call1","arousal1","valence1","mood1","count1","screen1","sms1","activity2","builtin2","communication2","entertainment2","finance2","game2","office2","other2","social2","travel2","unknown2","utilities2","weather2","call2","arousal2","valence2","mood2","count2","screen2","sms2","activity3","builtin3","communication3","entertainment3","finance3","game3","office3","other3","social3","travel3","unknown3","utilities3","weather3","call3","arousal3","valence3","mood3","count3","screen3","sms3","activity4","builtin4","communication4","entertainment4","finance4","game4","office4","other4","social4","travel4","unknown4","utilities4","weather4","call4","arousal4","valence4","mood4","count4","screen4","sms4","activity5","builtin5","communication5","entertainment5","finance5","game5","office5","other5","social5","travel5","unknown5","utilities5","weather5","call5","arousal5","valence5","mood5","count5","screen5","sms5","target","weekday","month","monthday","slope","intersect","variance"
"11","AS14.01",2014-04-05,0.0705054808833896,2961.405,5332.637,1758.92,41.255,51.176,0,268.554,1350.655,183.381,29.29,210.305,0,6,0,0.6,7.4,5,11836.834000349,0,0.118443242712736,1385.517,6095.526,1030.637,547.826,234.741,92.388,121.19,5040.067,1614.621,0,517.636,0,1,0.2,0,6,5,17173.9060020447,0,0.101916610638223,3614.349,6920.156,1343.376,247.777,0,90.481,541.541,3428.792,0,0,341.371,0,4,0.333333333333333,0.666666666666667,6.5,4,21358.510999918,0,0.0492384727084411,2321.464,14438.082,1293.631,76.234,0,0,213.902,3154.241,19.082,0,182.772,0,4,-1.2,0,6.4,5,21401.8350007534,0,0.126689311207326,1957.829,5481.628,1545.227,0,0,0,176.801,2086.197,158.241,0,128.692,0,2,0.2,0.4,6.2,5,12379.4110000134,1,6.8,6,4,5,-0.199999999999999,7.1,0.29
"12","AS14.01",2014-04-06,0.118443242712736,1385.517,6095.526,1030.637,547.826,234.741,92.388,121.19,5040.067,1614.621,0,517.636,0,1,0.2,0,6,5,17173.9060020447,0,0.101916610638223,3614.349,6920.156,1343.376,247.777,0,90.481,541.541,3428.792,0,0,341.371,0,4,0.333333333333333,0.666666666666667,6.5,4,21358.510999918,0,0.0492384727084411,2321.464,14438.082,1293.631,76.234,0,0,213.902,3154.241,19.082,0,182.772,0,4,-1.2,0,6.4,5,21401.8350007534,0,0.126689311207326,1957.829,5481.628,1545.227,0,0,0,176.801,2086.197,158.241,0,128.692,0,2,0.2,0.4,6.2,5,12379.4110000134,1,0.119002302203446,15159.19,1885.409,76.369,0,0,0,81.133,363.208,187.945,0,118.956,0,0,-0.4,0.6,6.8,5,3340.43099999428,0,6.5,0,4,6,0.13,5.99,0.092
"13","AS14.01",2014-04-07,0.101916610638223,3614.349,6920.156,1343.376,247.777,0,90.481,541.541,3428.792,0,0,341.371,0,4,0.333333333333333,0.666666666666667,6.5,4,21358.510999918,0,0.0492384727084411,2321.464,14438.082,1293.631,76.234,0,0,213.902,3154.241,19.082,0,182.772,0,4,-1.2,0,6.4,5,21401.8350007534,0,0.126689311207326,1957.829,5481.628,1545.227,0,0,0,176.801,2086.197,158.241,0,128.692,0,2,0.2,0.4,6.2,5,12379.4110000134,1,0.119002302203446,15159.19,1885.409,76.369,0,0,0,81.133,363.208,187.945,0,118.956,0,0,-0.4,0.6,6.8,5,3340.43099999428,0,0.0644077994424681,4548.662,3355.743,187.214,0,114.406,0,119.12,321.46,0,0,46.249,0,4,-0.75,0.5,6.5,4,7467.32199978828,0,6.5,1,4,7,0.0400000000000001,6.36,0.0469999999999999
"14","AS14.01",2014-04-08,0.0492384727084411,2321.464,14438.082,1293.631,76.234,0,0,213.902,3154.241,19.082,0,182.772,0,4,-1.2,0,6.4,5,21401.8350007534,0,0.126689311207326,1957.829,5481.628,1545.227,0,0,0,176.801,2086.197,158.241,0,128.692,0,2,0.2,0.4,6.2,5,12379.4110000134,1,0.119002302203446,15159.19,1885.409,76.369,0,0,0,81.133,363.208,187.945,0,118.956,0,0,-0.4,0.6,6.8,5,3340.43099999428,0,0.0644077994424681,4548.662,3355.743,187.214,0,114.406,0,119.12,321.46,0,0,46.249,0,4,-0.75,0.5,6.5,4,7467.32199978828,0,0.0506706211743179,927.377,7355.015,447.121,46.128,0,17.107,170.348,1475.418,60.247,0,205.811,0,1,-0.666666666666667,0.25,6.5,4,9846.38099980354,0,6.6,2,4,8,0.0499999999999997,6.33,0.0469999999999999
"15","AS14.01",2014-04-09,0.126689311207326,1957.829,5481.628,1545.227,0,0,0,176.801,2086.197,158.241,0,128.692,0,2,0.2,0.4,6.2,5,12379.4110000134,1,0.119002302203446,15159.19,1885.409,76.369,0,0,0,81.133,363.208,187.945,0,118.956,0,0,-0.4,0.6,6.8,5,3340.43099999428,0,0.0644077994424681,4548.662,3355.743,187.214,0,114.406,0,119.12,321.46,0,0,46.249,0,4,-0.75,0.5,6.5,4,7467.32199978828,0,0.0506706211743179,927.377,7355.015,447.121,46.128,0,17.107,170.348,1475.418,60.247,0,205.811,0,1,-0.666666666666667,0.25,6.5,4,9846.38099980354,0,0.0753270582613485,892.689,9477.553,3466.479,19.131,0,0,209.514,2655.121,0,0,36.143,0,1,-0.4,0.333333333333333,6.6,5,15101.1320018768,0,7.4,3,4,9,0.0499999999999997,6.37,0.0469999999999999
"16","AS14.01",2014-04-10,0.119002302203446,15159.19,1885.409,76.369,0,0,0,81.133,363.208,187.945,0,118.956,0,0,-0.4,0.6,6.8,5,3340.43099999428,0,0.0644077994424681,4548.662,3355.743,187.214,0,114.406,0,119.12,321.46,0,0,46.249,0,4,-0.75,0.5,6.5,4,7467.32199978828,0,0.0506706211743179,927.377,7355.015,447.121,46.128,0,17.107,170.348,1475.418,60.247,0,205.811,0,1,-0.666666666666667,0.25,6.5,4,9846.38099980354,0,0.0753270582613485,892.689,9477.553,3466.479,19.131,0,0,209.514,2655.121,0,0,36.143,0,1,-0.4,0.333333333333333,6.6,5,15101.1320018768,0,0.120384114532329,1638.617,6177.076,940.77,0,0,0,346.654,2826.35,0,0,577.359,0,4,-0.8,1,7.4,5,13558.289000988,0,7.4,4,4,10,0.13,6.37,0.143
"17","AS14.01",2014-04-11,0.0644077994424681,4548.662,3355.743,187.214,0,114.406,0,119.12,321.46,0,0,46.249,0,4,-0.75,0.5,6.5,4,7467.32199978828,0,0.0506706211743179,927.377,7355.015,447.121,46.128,0,17.107,170.348,1475.418,60.247,0,205.811,0,1,-0.666666666666667,0.25,6.5,4,9846.38099980354,0,0.0753270582613485,892.689,9477.553,3466.479,19.131,0,0,209.514,2655.121,0,0,36.143,0,1,-0.4,0.333333333333333,6.6,5,15101.1320018768,0,0.120384114532329,1638.617,6177.076,940.77,0,0,0,346.654,2826.35,0,0,577.359,0,4,-0.8,1,7.4,5,13558.289000988,0,0.0789631051948911,715.355,4881.411,1858.893,0,1.059,23.195,107.919,1174.717,0,0,377.687,0,7,-0.4,0.8,7.4,5,9296.09899926186,0,7,5,4,11,0.269999999999999,6.07,0.227
"18","AS14.01",2014-04-12,0.0506706211743179,927.377,7355.015,447.121,46.128,0,17.107,170.348,1475.418,60.247,0,205.811,0,1,-0.666666666666667,0.25,6.5,4,9846.38099980354,0,0.0753270582613485,892.689,9477.553,3466.479,19.131,0,0,209.514,2655.121,0,0,36.143,0,1,-0.4,0.333333333333333,6.6,5,15101.1320018768,0,0.120384114532329,1638.617,6177.076,940.77,0,0,0,346.654,2826.35,0,0,577.359,0,4,-0.8,1,7.4,5,13558.289000988,0,0.0789631051948911,715.355,4881.411,1858.893,0,1.059,23.195,107.919,1174.717,0,0,377.687,0,7,-0.4,0.8,7.4,5,9296.09899926186,0,0.0799862020730605,3369.031,3336.592,1976.138,94.093,0,0,51.452,596.807,34.234,0,214.648,0,0,-1.2,0.8,7,5,10526.8460001946,0,7.25,6,4,12,0.18,6.44,0.182
"19","AS14.01",2014-04-13,0.0753270582613485,892.689,9477.553,3466.479,19.131,0,0,209.514,2655.121,0,0,36.143,0,1,-0.4,0.333333333333333,6.6,5,15101.1320018768,0,0.120384114532329,1638.617,6177.076,940.77,0,0,0,346.654,2826.35,0,0,577.359,0,4,-0.8,1,7.4,5,13558.289000988,0,0.0789631051948911,715.355,4881.411,1858.893,0,1.059,23.195,107.919,1174.717,0,0,377.687,0,7,-0.4,0.8,7.4,5,9296.09899926186,0,0.0799862020730605,3369.031,3336.592,1976.138,94.093,0,0,51.452,596.807,34.234,0,214.648,0,0,-1.2,0.8,7,5,10526.8460001946,0,0.0722490614703182,302.446,6595.083,2186.482,0,0,0,79.033,264.432,5.031,0,352.392,0,0,-0.75,0.75,7.25,4,11750.8090009689,0,8,0,4,13,0.0900000000000001,6.86,0.1145
"20","AS14.01",2014-04-14,0.120384114532329,1638.617,6177.076,940.77,0,0,0,346.654,2826.35,0,0,577.359,0,4,-0.8,1,7.4,5,13558.289000988,0,0.0789631051948911,715.355,4881.411,1858.893,0,1.059,23.195,107.919,1174.717,0,0,377.687,0,7,-0.4,0.8,7.4,5,9296.09899926186,0,0.0799862020730605,3369.031,3336.592,1976.138,94.093,0,0,51.452,596.807,34.234,0,214.648,0,0,-1.2,0.8,7,5,10526.8460001946,0,0.0722490614703182,302.446,6595.083,2186.482,0,0,0,79.033,264.432,5.031,0,352.392,0,0,-0.75,0.75,7.25,4,11750.8090009689,0,0.0140213289543707,447.415,1096.795,249.392,82.413,0,0,94.209,34.502,0,0,0,0,0,-1.25,1,8,4,2005.75099921227,0,7.2,1,4,14,0.105,7.095,0.1355
"21","AS14.01",2014-04-15,0.0789631051948911,715.355,4881.411,1858.893,0,1.059,23.195,107.919,1174.717,0,0,377.687,0,7,-0.4,0.8,7.4,5,9296.09899926186,0,0.0799862020730605,3369.031,3336.592,1976.138,94.093,0,0,51.452,596.807,34.234,0,214.648,0,0,-1.2,0.8,7,5,10526.8460001946,0,0.0722490614703182,302.446,6595.083,2186.482,0,0,0,79.033,264.432,5.031,0,352.392,0,0,-0.75,0.75,7.25,4,11750.8090009689,0,0.0140213289543707,447.415,1096.795,249.392,82.413,0,0,94.209,34.502,0,0,0,0,0,-1.25,1,8,4,2005.75099921227,0,0.0838873144698842,961.581,6486.284,6265.556,89.323,0,0,145.096,2921.985,29.104,0,986.014,0,1,-1.2,0.6,7.2,5,17985.447999239,1,6.4,2,4,15,0.0599999999999992,7.19000000000001,0.1445
"22","AS14.01",2014-04-16,0.0799862020730605,3369.031,3336.592,1976.138,94.093,0,0,51.452,596.807,34.234,0,214.648,0,0,-1.2,0.8,7,5,10526.8460001946,0,0.0722490614703182,302.446,6595.083,2186.482,0,0,0,79.033,264.432,5.031,0,352.392,0,0,-0.75,0.75,7.25,4,11750.8090009689,0,0.0140213289543707,447.415,1096.795,249.392,82.413,0,0,94.209,34.502,0,0,0,0,0,-1.25,1,8,4,2005.75099921227,0,0.0838873144698842,961.581,6486.284,6265.556,89.323,0,0,145.096,2921.985,29.104,0,986.014,0,1,-1.2,0.6,7.2,5,17985.447999239,1,0.0901121527807253,1596.356,6224.231,944.522,13.043,0,0,110.415,4428.21,8.363,0,279.793,0,8,0,0.8,6.4,5,13585.2229983807,1,7.2,3,4,16,-0.125,7.545,0.3295
"23","AS14.01",2014-04-17,0.0722490614703182,302.446,6595.083,2186.482,0,0,0,79.033,264.432,5.031,0,352.392,0,0,-0.75,0.75,7.25,4,11750.8090009689,0,0.0140213289543707,447.415,1096.795,249.392,82.413,0,0,94.209,34.502,0,0,0,0,0,-1.25,1,8,4,2005.75099921227,0,0.0838873144698842,961.581,6486.284,6265.556,89.323,0,0,145.096,2921.985,29.104,0,986.014,0,1,-1.2,0.6,7.2,5,17985.447999239,1,0.0901121527807253,1596.356,6224.231,944.522,13.043,0,0,110.415,4428.21,8.363,0,279.793,0,8,0,0.8,6.4,5,13585.2229983807,1,0.116110336127122,923.613,5175.016,426.734,0,0,0,40.784,1912.852,0,0,223.587,0,0,0.75,0.5,7.2,5,12522.474998951,1,6.6,4,4,17,-0.17,7.72,0.3205
"24","AS14.01",2014-04-18,0.0140213289543707,447.415,1096.795,249.392,82.413,0,0,94.209,34.502,0,0,0,0,0,-1.25,1,8,4,2005.75099921227,0,0.0838873144698842,961.581,6486.284,6265.556,89.323,0,0,145.096,2921.985,29.104,0,986.014,0,1,-1.2,0.6,7.2,5,17985.447999239,1,0.0901121527807253,1596.356,6224.231,944.522,13.043,0,0,110.415,4428.21,8.363,0,279.793,0,8,0,0.8,6.4,5,13585.2229983807,1,0.116110336127122,923.613,5175.016,426.734,0,0,0,40.784,1912.852,0,0,223.587,0,0,0.75,0.5,7.2,5,12522.474998951,1,0.0569178566720968,552.201,11853.339,142.241,0,0,0,53.763,2107.146,0,0,49.718,0,2,-0.4,0.6,6.6,5,15018.4800007343,0,6.8,5,4,18,-0.28,7.92,0.392
"25","AS14.01",2014-04-19,0.0838873144698842,961.581,6486.284,6265.556,89.323,0,0,145.096,2921.985,29.104,0,986.014,0,1,-1.2,0.6,7.2,5,17985.447999239,1,0.0901121527807253,1596.356,6224.231,944.522,13.043,0,0,110.415,4428.21,8.363,0,279.793,0,8,0,0.8,6.4,5,13585.2229983807,1,0.116110336127122,923.613,5175.016,426.734,0,0,0,40.784,1912.852,0,0,223.587,0,0,0.75,0.5,7.2,5,12522.474998951,1,0.0569178566720968,552.201,11853.339,142.241,0,0,0,53.763,2107.146,0,0,49.718,0,2,-0.4,0.6,6.6,5,15018.4800007343,0,0.0940330066949761,1860.898,5341.657,774.354,119.163,0,0,47.789,1993.922,63.874,0,88.68,0,1,-0.8,0.8,6.8,5,13490.7289996147,0,7.8,6,4,19,-0.0600000000000005,7.02,0.128
"26","AS14.01",2014-04-20,0.0901121527807253,1596.356,6224.231,944.522,13.043,0,0,110.415,4428.21,8.363,0,279.793,0,8,0,0.8,6.4,5,13585.2229983807,1,0.116110336127122,923.613,5175.016,426.734,0,0,0,40.784,1912.852,0,0,223.587,0,0,0.75,0.5,7.2,5,12522.474998951,1,0.0569178566720968,552.201,11853.339,142.241,0,0,0,53.763,2107.146,0,0,49.718,0,2,-0.4,0.6,6.6,5,15018.4800007343,0,0.0940330066949761,1860.898,5341.657,774.354,119.163,0,0,47.789,1993.922,63.874,0,88.68,0,1,-0.8,0.8,6.8,5,13490.7289996147,0,0.0994319117238403,946.19,2728.26,469.274,95.629,29.084,0,31.482,396.672,128.89,0,305.796,0,1,-0.2,1,7.8,5,13293.2480006218,0,7.25,0,4,20,0.24,6.24,0.308
"27","AS14.01",2014-04-21,0.116110336127122,923.613,5175.016,426.734,0,0,0,40.784,1912.852,0,0,223.587,0,0,0.75,0.5,7.2,5,12522.474998951,1,0.0569178566720968,552.201,11853.339,142.241,0,0,0,53.763,2107.146,0,0,49.718,0,2,-0.4,0.6,6.6,5,15018.4800007343,0,0.0940330066949761,1860.898,5341.657,774.354,119.163,0,0,47.789,1993.922,63.874,0,88.68,0,1,-0.8,0.8,6.8,5,13490.7289996147,0,0.0994319117238403,946.19,2728.26,469.274,95.629,29.084,0,31.482,396.672,128.89,0,305.796,0,1,-0.2,1,7.8,5,13293.2480006218,0,0.074816243043116,897.086,4984.724,727.492,10.606,0,0,34.202,2237.742,0,0,121.035,0,2,-0.25,0.75,7.25,4,8343.51800036431,2,7.6,1,4,21,0.13,6.74,0.2145
"28","AS14.01",2014-04-22,0.0569178566720968,552.201,11853.339,142.241,0,0,0,53.763,2107.146,0,0,49.718,0,2,-0.4,0.6,6.6,5,15018.4800007343,0,0.0940330066949761,1860.898,5341.657,774.354,119.163,0,0,47.789,1993.922,63.874,0,88.68,0,1,-0.8,0.8,6.8,5,13490.7289996147,0,0.0994319117238403,946.19,2728.26,469.274,95.629,29.084,0,31.482,396.672,128.89,0,305.796,0,1,-0.2,1,7.8,5,13293.2480006218,0,0.074816243043116,897.086,4984.724,727.492,10.606,0,0,34.202,2237.742,0,0,121.035,0,2,-0.25,0.75,7.25,4,8343.51800036431,2,0.102041058968247,3442.232,2004.347,74.88,33.266,0,0,58.049,428.972,68.278,0,210.882,0,2,-0.25,1,7.6,5,3832.9909992218,0,7.4,2,4,22,0.244999999999999,6.475,0.2605
"29","AS14.01",2014-04-23,0.0940330066949761,1860.898,5341.657,774.354,119.163,0,0,47.789,1993.922,63.874,0,88.68,0,1,-0.8,0.8,6.8,5,13490.7289996147,0,0.0994319117238403,946.19,2728.26,469.274,95.629,29.084,0,31.482,396.672,128.89,0,305.796,0,1,-0.2,1,7.8,5,13293.2480006218,0,0.074816243043116,897.086,4984.724,727.492,10.606,0,0,34.202,2237.742,0,0,121.035,0,2,-0.25,0.75,7.25,4,8343.51800036431,2,0.102041058968247,3442.232,2004.347,74.88,33.266,0,0,58.049,428.972,68.278,0,210.882,0,2,-0.25,1,7.6,5,3832.9909992218,0,0.0919295518222921,2212.954,11360.913,1101.017,38.453,0,0,63.16,1422.548,0,0,423.215,0,2,0.2,1,7.4,5,15490.2699992657,0,7.6,3,4,23,0.1,7.07,0.1445
"30","AS14.01",2014-04-24,0.0994319117238403,946.19,2728.26,469.274,95.629,29.084,0,31.482,396.672,128.89,0,305.796,0,1,-0.2,1,7.8,5,13293.2480006218,0,0.074816243043116,897.086,4984.724,727.492,10.606,0,0,34.202,2237.742,0,0,121.035,0,2,-0.25,0.75,7.25,4,8343.51800036431,2,0.102041058968247,3442.232,2004.347,74.88,33.266,0,0,58.049,428.972,68.278,0,210.882,0,2,-0.25,1,7.6,5,3832.9909992218,0,0.0919295518222921,2212.954,11360.913,1101.017,38.453,0,0,63.16,1422.548,0,0,423.215,0,2,0.2,1,7.4,5,15490.2699992657,0,0.0459856891337655,1130.842,8928.472,347.427,18.051,0,0,42.398,526.598,0,0,246.944,0,1,0.2,1,7.6,5,14535.3399994373,0,7.6,4,4,24,-0.0249999999999997,7.605,0.0444999999999999
